family_action,symbol_family,action,open_reife_candidate_state,time_maturity_state,episode_freshness_state,episode_source_labels,episode_source_count,episode_count,phase_time_states,outcome_events,event_reward_sum,avg_event_reward,avg_finite_phase_age,avg_bars_held,has_inner_maturity,inner_memory_state,inner_map_count,inner_seeds,bridge_passive_family_action,bridge_maturity_state,bridge_similarity,passive_only,influences_action,is_gate,is_motoric,observation_weight,open_reife_note
dio_0gmg:WAIT,dio_0gmg,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe15,followup4_probe15",2,6,different_contact_afterimage:6,NO_TRADE:6,0.0,0.0,5.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_0gmg:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe15,followup4_probe15."
dio_0ojr:WAIT,dio_0ojr,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe16,followup4_probe16",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_0ojr:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe16,followup4_probe16."
dio_0rb2:WAIT,dio_0rb2,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe16,followup4_probe16",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_0rb2:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe16,followup4_probe16."
dio_0vc8:WAIT,dio_0vc8,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe16,followup4_probe16",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_0vc8:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe16,followup4_probe16."
dio_0x52:WAIT,dio_0x52,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe15,followup4_probe15",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_0x52:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe15,followup4_probe15."
dio_10kx:WAIT,dio_10kx,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe16,followup4_probe16",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_10kx:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe16,followup4_probe16."
dio_173s:WAIT,dio_173s,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe15,followup4_probe15",2,6,different_contact_afterimage:6,NO_TRADE:6,0.0,0.0,7.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_173s:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe15,followup4_probe15."
dio_199c:WAIT,dio_199c,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe15,followup4_probe15",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_199c:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe15,followup4_probe15."
dio_1f4v:WAIT,dio_1f4v,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe16,followup4_probe16",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_1f4v:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe16,followup4_probe16."
dio_1g7l:WAIT,dio_1g7l,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe16,followup4_probe16",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_1g7l:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe16,followup4_probe16."
dio_1guc:WAIT,dio_1guc,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe15,followup4_probe15",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_1guc:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe15,followup4_probe15."
dio_1jo7:WAIT,dio_1jo7,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe16,followup4_probe16",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_1jo7:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe16,followup4_probe16."
dio_1k0r:WAIT,dio_1k0r,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe16,followup4_probe16",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_1k0r:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe16,followup4_probe16."
dio_1mx2:WAIT,dio_1mx2,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe15,followup4_probe15",2,6,different_contact_afterimage:6,NO_TRADE:6,0.0,0.0,6.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_1mx2:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe15,followup4_probe15."
dio_1pfo:WAIT,dio_1pfo,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe15,followup4_probe15",2,6,different_contact_afterimage:6,NO_TRADE:6,0.0,0.0,5.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_1pfo:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe15,followup4_probe15."
dio_1q9b:WAIT,dio_1q9b,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe16,followup4_probe16",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_1q9b:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe16,followup4_probe16."
dio_1qig:WAIT,dio_1qig,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe16,followup4_probe16",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_1qig:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe16,followup4_probe16."
dio_1t73:WAIT,dio_1t73,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe16,followup4_probe16",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_1t73:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe16,followup4_probe16."
dio_1vjg:WAIT,dio_1vjg,WAIT,older_open_trace_watch,older_trace_without_inner_memory,older_recurrent_episode_trace,"basis_probe16,followup4_probe16",2,6,no_prior_phase:6,NO_TRADE:6,0.0,0.0,0.0,0.0,0,,0,,,,0.0,1,0,0,0,1.86,"dio_1vjg:WAIT: alte offene Zeitspur ohne aktuelle Konsequenz; Quellen=basis_probe16,followup4_probe16."
dio_14xc:WAIT,dio_14xc,WAIT,fresh_waiting_context,fresh_waiting_without_inner_memory,fresh_recurrent_episode_trace,"basis_probe18,followup4_probe18",2,6,active_afterimage_contact:6,NO_TRADE:6,0.0,0.0,5.0,0.0,0,,0,,,,0.0,1,0,0,0,1.56,"dio_14xc:WAIT: frischer Wartungskontext; keine Handlung, aber Zeitumgebung bleibt sichtbar; Quellen=basis_probe18,followup4_probe18."
